10,23
20,3
30,3
40,10
50,4
60,5
70,21
80,32
90,8
100,21
200,29
300,40
400,79
500,131
600,81
700,99
800,105
900,124
1000,134
2000,307
3000,542
4000,1497
5000,1036
6000,1116
7000,1354
8000,1524
9000,1661
10000,1641
20000,3055
30000,4723
40000,6308
50000,7983
60000,9896
70000,11458
80000,13061
90000,14260
100000,15689
200000,34896
300000,53594
400000,70747
500000,93004
600000,117788
700000,134867
800000,151919
900000,174383
1000000,197383
