10,10
20,0
30,0
40,0
50,1
60,1
70,1
80,2
90,2
100,3
200,12
300,27
400,46
500,72
600,103
700,139
800,181
900,229
1000,282
2000,1114
3000,2505
4000,4431
5000,6942
6000,10002
7000,13588
8000,17712
9000,22412
10000,27655
20000,110404
30000,248214
40000,441160
50000,692684
60000,1033217
70000,1367497
80000,1792387
90000,2277717
100000,2803815
200000,11412021
300000,25772582
400000,45300812
500000,70693559
600000,101800844
700000,138596819
800000,181092772
900000,229128166
1000000,283110641
