10,10
20,0
30,0
40,0
50,1
60,1
70,1
80,1
90,2
100,2
200,5
300,7
400,11
500,14
600,17
700,20
800,24
900,27
1000,31
2000,67
3000,105
4000,143
5000,185
6000,225
7000,271
8000,313
9000,352
10000,393
20000,850
30000,1308
40000,1835
50000,2301
60000,2735
70000,3299
80000,3826
90000,4285
100000,4937
200000,10323
300000,16063
400000,21302
500000,27476
600000,33280
700000,39211
800000,45386
900000,51355
1000000,58439
