10,31
20,3
30,2
40,8
50,4
60,4
70,6
80,13
90,14
100,9
200,22
300,36
400,45
500,55
600,89
700,80
800,82
900,104
1000,107
2000,235
3000,447
4000,491
5000,1596
6000,792
7000,983
8000,2697
9000,1508
10000,5345
20000,3509
30000,4344
40000,6132
50000,7315
60000,7162
70000,8670
80000,10074
90000,11195
100000,12401
200000,25428
300000,43045
400000,57812
500000,69957
600000,89600
700000,104409
800000,119577
900000,149810
1000000,141134
