10,45
20,2
30,3
40,6
50,4
60,4
70,6
80,10
90,11
100,12
200,22
300,47
400,47
500,49
600,157
700,79
800,86
900,97
1000,91
2000,207
3000,373
4000,465
5000,697
6000,791
7000,941
8000,1061
9000,1254
10000,1445
20000,2651
30000,3814
40000,5286
50000,6472
60000,7737
70000,9417
80000,10881
90000,15569
100000,13137
200000,28092
300000,45045
400000,56008
500000,72146
600000,89627
700000,105228
800000,118415
900000,133854
1000000,156299
